timestamp,open,high,low,close,volume
2026-02-19,1954.87,1986.75,1907.94,1948.83,1302.49632016
2026-02-20,1948.09,1980.65,1924.45,1969.13,1071.58883766
2026-02-21,1968.4,1995.54,1956.43,1973.77,708.10829162
2026-02-22,1973.17,1982.15,1935.84,1959.91,470.18283476
2026-02-23,1953.75,1955.92,1838.23,1856.15,3101.16369621
2026-02-24,1857.93,1868.32,1800.93,1852.43,2039.80565048
2026-02-25,1850.13,2148.99,1847.52,2056.36,3658.34606301
2026-02-26,2052.9,2083.17,1976.61,2026.64,3347.01348505
2026-02-27,2026.6,2062.97,1887.32,1929.51,3011.01251801
2026-02-28,1929.79,1984.49,1836.35,1964.74,4838.34285911
2026-03-01,1966.43,2053.97,1908.14,1939.72,3383.09186775
2026-03-02,1939.52,2087.81,1922.36,2027.95,2846.39039514
2026-03-03,2030.07,2040.91,1930.85,1982.42,2495.96561062
2026-03-04,1982.73,2198.92,1945.76,2129.8,3746.73713847
2026-03-05,2128.0,2163.04,2055.05,2071.47,2084.40393187
2026-03-06,2073.09,2093.56,1956.76,1978.64,2734.17775736
2026-03-07,1978.95,1995.84,1949.09,1969.1,905.76456235
2026-03-08,1970.02,1978.27,1913.42,1936.34,2334.31274887
2026-03-09,1937.28,2052.79,1930.83,1993.91,3242.92602293
2026-03-10,1992.73,2087.31,1992.37,2037.26,2406.74379038
2026-03-11,2036.24,2085.0,2007.49,2050.13,1671.06543405
2026-03-12,2051.82,2094.04,2018.44,2073.88,1743.56256882
2026-03-13,2072.9,2208.17,2071.31,2091.75,3501.22412982
2026-03-14,2091.71,2105.71,2061.85,2096.07,788.14025837
2026-03-15,2096.06,2201.8,2085.04,2176.69,3548.3296867
2026-03-16,2178.64,2384.94,2165.91,2351.87,5476.94456612
2026-03-17,2351.82,2375.73,2297.37,2317.55,3075.78465004
2026-03-18,2317.61,2348.26,2153.61,2203.26,2998.68850638
2026-03-19,2202.81,2233.03,2100.0,2138.24,2639.47796636
2026-03-20,2138.83,2176.67,2117.12,2145.84,2418.4882986
2026-03-21,2146.88,2167.26,2072.39,2084.69,1063.98498865
2026-03-22,2084.27,2126.23,2026.26,2054.31,2032.6950634
2026-03-23,2054.53,2200.02,2024.01,2151.93,3148.63678305
2026-03-24,2153.26,2174.66,2103.65,2156.73,1219.97050893
2026-03-25,2157.56,2199.23,2147.07,2169.02,1367.45647081
2026-03-26,2169.25,2171.75,2034.02,2060.19,2819.35836543
2026-03-27,2059.97,2076.02,1970.26,1991.75,2916.27385463
2026-03-28,1992.22,2045.49,1984.61,1994.82,934.09485066
2026-03-29,1994.47,2018.67,1939.47,1983.73,1051.96470726
2026-03-30,1984.8,2085.3,1981.26,2025.01,1543.37452921
2026-03-31,2026.8,2122.66,2013.24,2106.85,2158.61268164
2026-04-01,2105.23,2166.67,2081.89,2139.34,3346.68921301
2026-04-02,2140.22,2158.25,2018.69,2056.97,2079.42505766
